Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,Away_Final,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,Home_Final,Date,Q1M,Q2M,Q3M,FinalMargin,FinalTotal,HomeMargin,AwayELO,HomeELO,Season,Week,Playoffs,AwayBye,HomeBye,Intraconference,Intradivision,TravelDist
Steelers,0,3,7,6,0,0,16,Bengals,0,7,3,0,0,0,10,201912,0,-4,0,6,26,-6,1546.5206494324,1293.43101031742,2019,12,0,0,0,1,1,252
Giants,0,7,0,7,0,0,14,Bears,0,3,16,0,0,0,19,201912,0,-4,12,5,33,5,1326.78156833744,1524.80469725719,2019,12,0,1,0,1,0,711
Broncos,0,0,3,0,0,0,3,Bills,3,3,7,7,0,0,20,201912,3,6,10,17,23,17,1441.91812760513,1507.66366436038,2019,12,0,0,0,1,0,1366
Buccaneers,7,12,6,10,0,0,35,Falcons,10,0,3,9,0,0,22,201912,-3,9,12,13,57,-13,1424.84459097771,1510.1832094623,2019,12,0,0,0,1,1,416
Colts,0,10,7,0,0,0,17,Texans,0,10,3,7,0,0,20,201912,0,0,-4,3,37,3,1561.34297692363,1562.12055818449,2019,12,0,0,0,1,1,865
Panthers,6,9,9,7,0,0,31,Saints,14,3,14,3,0,0,34,201912,8,2,7,3,65,3,1486.41074675456,1636.88901139018,2019,12,0,0,0,1,1,648
Vikings,7,10,0,13,0,0,30,Seahawks,7,3,17,10,0,0,37,201913,0,-7,10,7,67,7,1630.04069045797,1625.67783171992,2019,13,0,1,0,1,0,1391
Patriots,3,0,6,13,0,0,22,Texans,7,7,7,7,0,0,28,201913,4,11,12,6,50,6,1716.32655567016,1573.06268345604,2019,13,0,0,0,1,0,1597
Raiders,0,0,0,9,0,0,9,Chiefs,7,14,10,9,0,0,40,201913,7,21,31,31,49,31,1431.37627310522,1606.943421992,2019,13,0,0,1,1,1,1495
Chargers,0,10,0,10,0,0,20,Broncos,14,3,0,6,0,0,23,201913,14,7,7,3,43,3,1507.13664242623,1424.44389549714,2019,13,0,1,0,1,1,830
Rams,3,17,14,0,0,0,34,Cardinals,0,0,0,7,0,0,7,201913,3,20,34,27,41,-27,1555.80867385021,1360.10906356072,2019,13,0,0,1,1,1,356
49ers,7,7,3,0,0,0,17,Ravens,7,10,0,3,0,0,20,201913,0,3,0,3,37,3,1629.3960165728,1705.57924519318,2019,13,0,0,0,0,0,2451
Buccaneers,15,10,0,3,0,0,28,Jaguars,0,0,3,8,0,0,11,201913,15,25,22,17,39,-17,1464.71616801768,1420.07581108859,2019,13,0,0,0,0,0,171
Washington,3,9,3,14,0,0,29,Panthers,14,0,0,7,0,0,21,201913,-11,-2,1,8,50,-8,1317.39883493716,1480.74489445415,2019,13,0,0,0,1,0,329
Packers,14,3,0,14,0,0,31,Giants,7,3,3,0,0,0,13,201913,7,7,4,18,44,-18,1550.31345077796,1321.00935032289,2019,13,0,0,0,1,0,758
Eagles,10,11,7,3,0,0,31,Dolphins,7,7,12,11,0,0,37,201913,-3,-7,-2,6,68,6,1538.71576723971,1331.22537419603,2019,13,0,0,0,0,0,1021
Titans,7,0,10,14,0,0,31,Colts,7,3,7,0,0,0,17,201913,0,-3,0,14,48,-14,1524.23034736643,1550.40085165208,2019,13,0,0,0,1,1,251
Jets,3,3,0,0,0,0,6,Bengals,7,10,5,0,0,0,22,201913,4,11,16,16,28,16,1403.49454476315,1284.36058993638,2019,13,0,0,0,1,0,563
Saints,7,10,3,6,0,0,26,Falcons,0,9,0,9,0,0,18,201913,7,8,11,8,44,-8,1642.55486369059,1470.31163242233,2019,13,0,0,0,1,1,424
Bills,0,13,10,3,0,0,26,Cowboys,7,0,0,8,0,0,15,201913,-7,6,16,11,41,-11,1525.13789646837,1571.5452402293,2019,13,0,0,0,0,0,1197
Bears,7,3,7,7,0,0,24,Lions,14,3,0,3,0,0,20,201913,-7,-7,0,4,44,-4,1530.57691527174,1421.31339017093,2019,13,0,0,0,1,1,238
Browns,3,7,0,3,0,0,13,Steelers,0,10,7,3,0,0,20,201913,-3,0,7,7,33,7,1490.08789022267,1555.59106981344,2019,13,0,0,0,1,1,114
Broncos,14,17,7,0,0,0,38,Texans,0,3,7,14,0,0,24,201914,14,28,28,14,62,-14,1439.13029387094,1597.70929540402,2019,14,0,0,0,1,0,878
Giants,0,17,0,0,0,0,17,Eagles,0,3,7,7,6,0,23,201914,0,-14,-7,6,40,6,1305.68125878868,1509.82408144534,2019,14,0,0,0,1,1,80
Seahawks,3,0,6,3,0,0,12,Rams,7,14,0,7,0,0,28,201914,4,18,12,16,40,16,1642.41805054835,1575.95809822522,2019,14,0,0,0,1,1,960
Steelers,10,3,7,3,0,0,23,Cardinals,0,10,0,7,0,0,17,201914,10,3,10,6,40,-6,1568.17591962715,1339.95963918571,2019,14,0,0,0,0,0,1824
Chiefs,3,17,3,0,0,0,23,Patriots,7,0,6,3,0,0,16,201914,-4,13,10,7,39,-7,1619.45468044459,1691.67994372218,2019,14,0,0,0,1,0,1249
Titans,7,14,7,14,0,0,42,Raiders,7,14,0,0,0,0,21,201914,0,0,7,21,63,-21,1559.72942337597,1418.86501465263,2019,14,0,0,0,1,0,1950
Chargers,7,17,14,7,0,0,45,Jaguars,3,0,7,0,0,0,10,201914,4,21,28,35,55,-35,1492.45024405243,1389.19449101388,2019,14,0,0,0,1,0,2143
Colts,10,17,8,0,0,0,35,Buccaneers,14,7,7,10,0,0,38,201914,4,-6,-7,3,73,3,1514.90177564254,1495.59748809239,2019,14,0,0,0,0,0,843
Cowboys,7,0,0,17,0,0,24,Bears,0,17,7,7,0,0,31,201914,-7,10,17,7,55,7,1537.25397739718,1544.354676131,2019,14,0,0,0,1,0,802
49ers,7,21,7,13,0,0,48,Saints,13,14,6,13,0,0,46,201914,-6,1,2,2,94,-2,1621.38933975795,1657.23671590787,2019,14,0,0,0,1,0,1921
Lions,0,0,0,7,0,0,7,Vikings,7,10,0,3,0,0,20,201914,7,17,17,13,27,13,1407.53562931167,1613.30047162954,2019,14,0,0,0,1,1,542
Washington,0,6,3,6,0,0,15,Packers,14,0,3,3,0,0,20,201914,14,8,8,5,35,5,1356.05026967651,1565.64154231217,2019,14,0,0,0,1,0,686
Bengals,6,7,3,3,0,0,19,Browns,7,7,10,3,0,0,27,201914,1,1,8,8,46,8,1317.89698322011,1477.50304040896,2019,14,0,0,0,1,1,217
Ravens,3,7,7,7,0,0,24,Bills,0,6,3,8,0,0,17,201914,3,4,8,7,41,-7,1713.58592200803,1559.42915930049,2019,14,0,0,0,1,0,275
Panthers,0,10,0,10,0,0,20,Falcons,3,10,17,10,0,0,40,201914,3,3,20,20,60,20,1442.0934597148,1455.62978020505,2019,14,0,0,0,1,1,226
Dolphins,3,6,3,9,0,0,21,Jets,0,16,0,6,0,0,22,201914,-3,7,4,1,43,1,1360.1170599904,1369.95815147942,2019,14,0,0,0,1,1,1091
Jaguars,3,0,3,14,0,0,20,Raiders,10,6,0,0,0,0,16,201915,-7,-13,-10,4,36,-4,1357.83452381812,1395.40768212791,2019,15,0,0,0,1,0,2361
Colts,0,0,0,7,0,0,7,Saints,3,17,14,0,0,0,34,201915,3,20,34,27,41,27,1503.09688146038,1642.47154413998,2019,15,0,0,0,0,0,713
Bills,0,7,0,10,0,0,17,Steelers,0,3,7,0,0,0,10,201915,0,4,-3,7,27,-7,1544.46325861921,1578.35632973989,2019,15,0,0,0,1,0,178
Falcons,0,10,0,19,0,0,29,49ers,0,10,3,9,0,0,22,201915,0,0,-3,7,51,-7,1478.49172794525,1636.15451152584,2019,15,0,0,0,1,0,2135
Rams,0,7,0,14,0,0,21,Cowboys,7,21,3,13,0,0,44,201915,7,21,24,23,65,23,1604.42817803574,1521.23883753007,2019,15,0,0,0,1,0,1237
Vikings,6,13,6,14,0,0,39,Chargers,3,7,0,0,0,0,10,201915,3,9,15,29,49,-29,1621.47046565354,1523.81021124819,2019,15,0,0,0,0,0,1521
Browns,0,10,7,7,0,0,24,Cardinals,7,14,7,10,0,0,38,201915,7,11,11,14,62,14,1486.09007748416,1329.77922907297,2019,15,0,0,0,0,0,1745
Seahawks,13,7,3,7,0,0,30,Panthers,0,7,3,14,0,0,24,201915,13,13,13,6,54,-6,1613.94797073783,1419.2315119746,2019,15,0,0,0,1,0,2280
Texans,0,14,0,10,0,0,24,Titans,0,0,7,14,0,0,21,201915,0,14,7,3,45,-3,1550.46512481345,1583.18675590069,2019,15,0,0,0,1,1,665
Dolphins,0,10,3,7,0,0,20,Giants,0,7,16,13,0,0,36,201915,0,-3,10,16,56,16,1354.8356882575,1299.60651045577,2019,15,0,0,0,0,0,1091
Broncos,0,3,0,0,0,0,3,Chiefs,6,9,8,0,0,0,23,201915,6,12,20,20,26,20,1486.37446446151,1649.96314414374,2019,15,0,0,0,1,1,556
Bears,0,3,0,10,0,0,13,Packers,7,0,14,0,0,0,21,201915,7,4,18,8,34,8,1560.36981599811,1571.07983275278,2019,15,0,0,0,1,1,185
Buccaneers,14,7,3,14,0,0,38,Lions,0,3,7,7,0,0,17,201915,14,18,14,21,55,-21,1507.40238227455,1399.36563528767,2019,15,0,0,0,1,0,994
Patriots,7,6,14,7,0,0,34,Bengals,10,0,0,3,0,0,13,201915,-3,3,17,21,47,-21,1661.17148002303,1309.30994614491,2019,15,0,0,0,1,0,732
Jets,0,7,0,14,0,0,21,Ravens,13,8,14,7,0,0,42,201915,13,14,28,21,63,21,1375.23952321232,1728.55182268931,2019,15,0,0,0,1,0,169
Eagles,3,7,7,20,0,0,37,Washington,7,7,0,13,0,0,27,201915,-4,-4,3,10,64,-10,1515.89882977825,1350.6119792359,2019,15,0,0,0,1,1,123
Packers,3,6,8,6,0,0,23,Vikings,3,7,0,0,0,0,10,201916,0,-1,7,13,33,-13,1587.76428671758,1651.84366288367,2019,16,0,0,0,1,1,259
Chiefs,7,10,0,9,0,0,26,Bears,0,0,3,0,0,0,3,201916,7,17,14,23,29,-23,1661.62972879534,1543.68536203331,2019,16,0,0,0,0,0,410
Cardinals,7,10,3,7,0,0,27,Seahawks,7,0,0,6,0,0,13,201916,0,10,13,14,40,-14,1365.29132813451,1625.76494000045,2019,16,0,0,0,1,1,1114
Raiders,7,7,7,3,0,0,24,Chargers,0,7,7,3,0,0,17,201916,7,7,7,7,41,-7,1373.68223989079,1493.43701401806,2019,16,0,0,0,1,1,343
Lions,3,7,7,0,0,0,17,Broncos,0,10,3,14,0,0,27,201916,-3,0,-4,10,44,10,1372.78459518554,1474.70787980991,2019,16,0,0,0,0,0,1154
Giants,14,14,7,0,6,0,41,Washington,7,7,7,14,0,0,35,201916,7,14,14,6,76,-6,1327.02032565761,1334.12026400815,2019,16,0,0,0,1,1,204
Steelers,0,10,0,0,0,0,10,Jets,7,3,3,3,0,0,16,201916,7,0,3,6,26,6,1550.5478511956,1370.95077179863,2019,16,0,0,0,1,0,314
Cowboys,0,6,0,3,0,0,9,Eagles,10,0,7,0,0,0,17,201916,10,4,11,8,26,8,1554.96047459584,1532.390545006,2019,16,0,0,0,1,1,1297
Panthers,0,3,3,0,0,0,6,Colts,14,7,3,14,0,0,38,201916,14,18,18,32,44,32,1407.41454271198,1488.72488782569,2019,16,0,0,0,0,0,428
Saints,0,10,21,7,0,0,38,Titans,14,0,7,7,0,0,28,201916,-14,-4,10,10,66,-10,1656.84353777467,1564.70329838464,2019,16,0,0,0,0,0,469
Ravens,0,14,7,10,0,0,31,Browns,0,6,3,6,0,0,15,201916,0,8,12,16,46,-16,1732.840574103,1450.57797842262,2019,16,0,0,0,1,1,307
Jaguars,0,3,3,6,0,0,12,Falcons,14,3,0,7,0,0,24,201916,14,14,11,12,36,12,1379.55996605524,1514.71105294635,2019,16,0,0,0,0,0,285
Rams,7,14,7,3,0,0,31,49ers,3,21,0,10,0,0,34,201916,-4,3,-4,3,65,3,1570.70654096997,1599.93518652474,2019,16,0,0,0,1,1,347
Bills,3,7,7,0,0,0,17,Patriots,7,3,3,11,0,0,24,201916,4,0,-4,7,41,7,1572.2717371635,1669.97282852798,2019,16,0,0,0,1,1,404
Texans,10,7,3,3,0,0,23,Buccaneers,3,14,3,0,0,0,20,201916,7,0,0,3,43,-3,1568.9485823295,1533.98342237668,2019,16,0,0,0,0,0,790
Bengals,0,6,6,23,0,0,35,Dolphins,14,7,7,7,3,0,38,201916,14,15,16,3,73,3,1300.50859763996,1327.42187305566,2019,16,0,0,0,1,0,957
Titans,7,7,7,14,0,0,35,Texans,7,0,7,0,0,0,14,201917,0,7,7,21,49,-21,1542.8631129536,1584.2153879446,2019,17,0,0,0,1,1,665
Steelers,0,7,3,0,0,0,10,Ravens,6,10,0,12,0,0,28,201917,6,9,6,18,38,18,1523.48371377048,1744.31958402685,2019,17,0,0,0,1,1,196
Colts,10,10,0,0,0,0,20,Jaguars,3,13,8,14,0,0,38,201917,-7,-4,4,18,58,18,1508.46558204188,1368.27046254882,2019,17,0,0,0,1,1,699
Eagles,3,7,7,17,0,0,34,Giants,0,3,14,0,0,0,17,201917,3,7,0,17,51,-17,1551.32749712891,1351.25483002815,2019,17,0,0,0,1,1,80
Cardinals,7,3,7,7,0,0,24,Rams,3,14,0,14,0,0,31,201917,-4,7,0,7,55,7,1420.39399261721,1560.93247572242,2019,17,0,0,0,1,1,356
Raiders,0,3,0,12,0,0,15,Broncos,0,10,3,3,0,0,16,201917,0,7,10,1,31,1,1407.43224035281,1487.04201364847,2019,17,0,0,0,1,1,939
Washington,0,10,6,0,0,0,16,Cowboys,6,14,17,10,0,0,47,201917,6,10,21,31,63,31,1309.88575963761,1536.02352247293,2019,17,0,0,0,1,1,1181
Bears,6,5,7,3,0,0,21,Vikings,0,6,0,13,0,0,19,201917,6,5,12,2,40,-2,1517.34450462293,1613.84658891339,2019,17,0,0,0,1,1,355
Falcons,10,6,0,6,6,0,28,Buccaneers,0,22,0,0,0,0,22,201917,10,-6,-6,6,50,-6,1526.00055645277,1518.71661676158,2019,17,0,0,0,1,1,416
Dolphins,3,7,7,10,0,0,27,Patriots,0,10,7,7,0,0,24,201917,3,0,0,3,51,-3,1337.28842109985,1680.87742430832,2019,17,0,0,0,1,1,1241
Chargers,0,7,7,7,0,0,21,Chiefs,3,7,14,7,0,0,31,201917,3,3,10,10,52,10,1459.68701355604,1687.97058620572,2019,17,0,0,0,1,1,1354
Packers,0,3,7,13,0,0,23,Lions,7,10,0,3,0,0,20,201917,-7,-14,-7,3,43,-3,1625.76136068786,1360.45046134698,2019,17,0,0,0,1,1,291
Browns,7,9,0,7,0,0,23,Bengals,13,7,3,10,0,0,33,201917,6,4,7,10,56,10,1439.09896849877,1290.64204959577,2019,17,0,0,0,1,1,217
Jets,0,3,0,10,0,0,13,Bills,0,0,3,3,0,0,6,201917,0,3,0,7,19,-7,1398.01490922375,1561.36714138316,2019,17,0,0,0,1,1,292
49ers,10,3,6,7,0,0,26,Seahawks,0,0,7,14,0,0,21,201917,10,13,12,5,47,-5,1609.70925177229,1570.66227551775,2019,17,0,0,0,1,1,679
Saints,14,21,7,0,0,0,42,Panthers,0,3,7,0,0,0,10,201917,14,32,32,32,52,-32,1678.68372320571,1387.67384849579,2019,17,0,0,0,1,1,648
Vikings,3,10,7,0,6,0,26,Saints,3,7,0,10,0,0,20,201918,0,3,10,6,46,-6,1596.84410480098,1692.25422318856,2019,18,1,0,0,1,0,1052
Seahawks,3,7,7,0,0,0,17,Eagles,0,3,6,0,0,0,9,201918,3,7,8,8,26,-8,1601.79691418085,1562.59668477878,2019,18,1,0,0,1,0,2373
Bills,7,6,3,3,0,0,19,Texans,0,0,8,11,3,0,22,201918,-7,-13,-8,3,41,3,1524.78724135976,1542.09159482626,2019,18,1,0,0,1,0,1285
Titans,7,7,0,6,0,0,20,Patriots,3,10,0,0,0,0,13,201918,4,1,1,7,33,-7,1584.98690607194,1649.7868334529,2019,18,1,0,0,1,0,936
Vikings,7,3,0,0,0,0,10,49ers,7,7,10,3,0,0,27,201919,0,4,14,17,37,17,1626.88991030393,1629.19262758102,2019,19,1,0,1,1,0,1581
Titans,7,7,14,0,0,0,28,Ravens,0,6,0,6,0,0,12,201919,7,8,22,16,40,-16,1614.97708237574,1752.7485915294,2019,19,1,0,1,1,0,595
Texans,21,3,7,0,0,0,31,Chiefs,0,28,13,10,0,0,51,201919,-21,4,10,20,82,20,1552.3469500457,1694.57209697917,2019,19,1,0,1,1,0,646
Seahawks,3,0,14,6,0,0,23,Packers,7,14,7,0,0,0,28,201919,4,18,11,5,51,5,1579.31289442705,1631.85839935054,2019,19,1,0,1,1,0,1645
Titans,10,7,0,7,0,0,24,Chiefs,7,14,0,14,0,0,35,201920,-3,4,4,11,59,11,1662.57936214379,1707.52397717462,2019,20,1,0,0,1,0,471
Packers,0,0,7,13,0,0,20,49ers,7,20,7,3,0,0,37,201920,7,27,27,17,57,17,1643.32268994627,1651.8724977481,2019,20,1,0,0,1,0,1834
49ers,3,7,10,0,0,0,20,Chiefs,7,3,0,21,0,0,31,201922,4,0,-10,11,51,11,1674.00727853106,1723.94156010318,2019,22,1,1,1,0,0,1503
Steelers,3,13,0,10,0,0,26,Giants,3,7,0,6,0,0,16,202001,0,6,6,10,42,-10,1511.70313751195,1391.07131458934,2020,1,0,0,0,0,0,314
Cowboys,0,14,3,0,0,0,17,Rams,7,6,7,0,0,0,20,202001,7,-1,3,3,37,3,1532.11536282697,1548.23404595027,2020,1,0,0,0,1,0,1237
Cardinals,7,3,0,14,0,0,24,49ers,10,3,0,7,0,0,20,202001,-3,-3,-3,4,44,-4,1442.65026627615,1603.78530833319,2020,1,0,0,0,1,1,652
Buccaneers,7,0,10,6,0,0,23,Saints,0,17,7,10,0,0,34,202001,-7,10,7,11,57,11,1498.62921640758,1609.80561179041,2020,1,0,0,0,1,1,480
Chargers,0,6,0,10,0,0,16,Bengals,7,0,6,0,0,0,13,202001,-7,-1,-7,3,29,-3,1470.39033518839,1382.62734642343,2020,1,0,0,0,1,0,1895
Browns,6,0,0,0,0,0,6,Ravens,10,14,7,7,0,0,38,202001,4,18,25,32,44,32,1440.53333230626,1638.43087450757,2020,1,0,0,0,1,1,307
Colts,7,10,0,3,0,0,20,Jaguars,0,14,3,10,0,0,27,202001,-7,-3,0,7,47,7,1482.65477791485,1438.50258514562,2020,1,0,0,0,1,1,699
Titans,0,7,0,9,0,0,16,Broncos,7,0,0,7,0,0,14,202001,-7,0,0,2,30,-2,1599.10785281015,1495.65672785063,2020,1,0,0,0,1,0,1019
Eagles,10,7,0,0,0,0,17,Washington,0,7,7,13,0,0,27,202001,-10,-10,-3,10,44,10,1528.56090703668,1368.49082524672,2020,1,0,0,0,1,1,123
Dolphins,0,3,0,8,0,0,11,Patriots,0,7,7,7,0,0,21,202001,0,4,11,10,32,10,1413.91934130351,1581.53110476607,2020,1,0,0,0,1,1,1241
Packers,3,19,7,14,0,0,43,Vikings,7,3,0,24,0,0,34,202001,-4,12,19,9,77,-9,1582.45860610887,1571.1400267579,2020,1,0,0,0,1,1,259
Bears,3,3,0,21,0,0,27,Lions,3,10,10,0,0,0,23,202001,0,-7,-17,4,50,-4,1524.56465915689,1404.5689484562,2020,1,0,0,0,1,1,238
Jets,0,3,7,7,0,0,17,Bills,14,7,0,6,0,0,27,202001,14,18,11,10,44,10,1458.06320616477,1511.35459076021,2020,1,0,0,0,1,1,292
Seahawks,14,0,14,10,0,0,38,Falcons,3,9,0,13,0,0,25,202001,11,2,16,13,63,-13,1546.89906922088,1534.51556573532,2020,1,0,0,0,1,0,2178
Texans,7,0,0,13,0,0,20,Chiefs,0,17,7,10,0,0,34,202001,-7,10,17,14,54,14,1527.93004656683,1664.8472507563,2020,1,0,0,0,1,0,646
Raiders,7,10,10,7,0,0,34,Panthers,9,6,0,15,0,0,30,202001,-2,2,12,4,64,-4,1437.32610815023,1417.73556567529,2020,1,0,0,0,0,0,1915
Saints,10,7,0,7,0,0,24,Raiders,0,17,7,10,0,0,34,202002,-10,0,7,10,58,10,1622.05289565324,1455.89539133258,2020,2,0,0,0,0,0,1508
Patriots,7,7,3,13,0,0,30,Seahawks,7,7,14,7,0,0,35,202002,0,0,11,5,65,5,1590.53822932484,1577.99984361592,2020,2,0,0,0,0,0,2495
Ravens,3,17,3,10,0,0,33,Texans,0,10,0,6,0,0,16,202002,3,10,13,17,49,-17,1649.7022512196,1516.11122943531,2020,2,0,0,0,1,0,1250
Chiefs,0,6,3,11,3,0,23,Chargers,7,7,3,3,0,0,20,202002,-7,-8,-8,3,43,-3,1676.66606788782,1483.2136353193,2020,2,0,0,0,1,1,1354
Washington,0,0,3,12,0,0,15,Cardinals,14,6,0,10,0,0,30,202002,14,20,17,15,45,15,1400.24441328388,1470.85372441385,2020,2,0,0,0,1,0,1977
Panthers,0,0,7,10,0,0,17,Buccaneers,14,7,0,10,0,0,31,202002,14,21,14,14,48,14,1399.16628249294,1486.38193254475,2020,2,0,0,0,1,1,511
Broncos,0,3,11,7,0,0,21,Steelers,7,10,0,9,0,0,26,202002,7,14,3,5,47,5,1486.04942731321,1531.37752094418,2020,2,0,0,0,1,0,1317
Rams,14,7,3,13,0,0,37,Eagles,3,13,0,3,0,0,19,202002,11,5,8,18,56,-18,1558.53792493455,1496.80731899952,2020,2,0,0,0,1,0,2388
49ers,7,14,3,7,0,0,31,Jets,3,0,3,7,0,0,13,202002,4,18,18,18,44,-18,1575.58185019549,1442.76921737092,2020,2,0,0,0,0,0,2565
Vikings,3,0,0,8,0,0,11,Colts,0,15,3,10,0,0,28,202002,-3,12,15,17,39,17,1543.9203734166,1463.29013677989,2020,2,0,0,0,0,0,510
Jaguars,7,3,7,13,0,0,30,Titans,14,10,6,3,0,0,33,202002,7,14,13,3,63,3,1457.86722628058,1608.71515334757,2020,2,0,0,0,1,1,500
Lions,14,0,0,7,0,0,21,Packers,3,14,17,8,0,0,42,202002,-11,3,20,21,63,21,1391.33198675325,1609.67825945017,2020,2,0,0,0,1,1,291
Falcons,20,9,0,10,0,0,39,Cowboys,0,10,14,16,0,0,40,202002,-20,-19,-5,1,79,1,1503.41479134028,1521.81148384269,2020,2,0,0,0,1,0,719
Giants,0,0,3,10,0,0,13,Bears,10,7,0,0,0,0,17,202002,10,17,14,4,30,4,1371.39693115711,1537.80162085984,2020,2,0,0,0,1,0,711
Bengals,3,10,3,14,0,0,30,Browns,7,14,7,7,0,0,35,202002,4,8,12,5,65,5,1369.80404629252,1429.26195559423,2020,2,0,0,0,1,1,217
Bills,7,10,0,14,0,0,31,Dolphins,7,3,3,15,0,0,28,202002,0,7,4,3,59,-3,1526.64857955406,1404.91221674474,2020,2,0,0,0,1,1,1184
Jets,7,0,0,0,0,0,7,Colts,7,10,14,5,0,0,36,202003,0,10,24,29,43,29,1419.71066912447,1493.70940034952,2020,3,0,0,0,1,0,643
Packers,3,10,14,10,0,0,37,Saints,7,10,10,3,0,0,30,202003,-4,-4,0,7,67,-7,1618.64274426123,1589.80016684372,2020,3,0,0,0,1,0,1012
Cowboys,9,6,7,9,0,0,31,Seahawks,9,14,7,8,0,0,38,202003,0,8,8,7,69,7,1526.91686194339,1592.87754087819,2020,3,0,0,0,1,0,1679
Lions,3,14,3,6,0,0,26,Cardinals,7,6,10,0,0,0,23,202003,-4,4,-3,3,49,-3,1382.36750194219,1487.26423830273,2020,3,0,0,0,1,0,1687
Buccaneers,10,13,5,0,0,0,28,Broncos,0,10,0,0,0,0,10,202003,10,13,18,18,38,-18,1501.27286392735,1474.23043774932,2020,3,0,0,0,0,0,1521
Chiefs,6,21,0,7,0,0,34,Ravens,3,7,3,7,0,0,20,202003,3,17,14,14,54,-14,1685.13085320088,1672.26918221266,2020,3,0,0,0,1,0,960
Panthers,6,12,0,3,0,0,21,Chargers,0,7,3,6,0,0,16,202003,6,11,8,5,37,-5,1384.27535111034,1474.74885000624,2020,3,0,0,0,0,0,2115
Texans,7,14,0,0,0,0,21,Steelers,3,14,3,8,0,0,28,202003,-4,-4,-1,7,49,7,1493.54429844225,1543.19651050807,2020,3,0,0,0,1,0,1136
Titans,6,3,16,6,0,0,31,Vikings,7,10,7,6,0,0,30,202003,-1,-8,1,1,61,-1,1614.37079408025,1513.50110984697,2020,3,0,0,0,0,0,696
49ers,6,10,7,13,0,0,36,Giants,0,6,3,0,0,0,9,202003,6,10,14,27,45,-27,1598.64039844194,1365.3150909111,2020,3,0,0,0,1,0,2565
Raiders,3,7,0,10,0,0,20,Patriots,0,13,10,13,0,0,36,202003,-3,3,13,16,56,16,1488.1481201421,1575.66053206257,2020,3,0,0,0,1,0,2372
Washington,7,0,13,0,0,0,20,Browns,0,17,0,17,0,0,34,202003,-7,10,-3,14,54,14,1383.833899395,1440.39259598389,2020,3,0,0,0,0,0,304
Rams,0,3,14,15,0,0,32,Bills,7,14,7,7,0,0,35,202003,7,18,11,3,67,3,1588.30361483314,1537.97549722532,2020,3,0,0,0,0,0,2193
Bears,3,7,0,20,0,0,30,Falcons,6,10,10,0,0,0,26,202003,-3,-6,-16,4,56,-4,1543.88346110585,1498.30941323958,2020,3,0,0,0,1,0,587
Dolphins,14,7,7,3,0,0,31,Jaguars,0,7,0,6,0,0,13,202003,14,14,21,18,44,-18,1393.58529907348,1452.2115855479,2020,3,0,0,0,1,0,327
Bengals,0,10,7,6,0,0,23,Eagles,0,13,3,7,0,0,23,202003,0,-3,1,0,46,0,1358.67340590286,1467.04162910093,2020,3,0,0,0,0,0,497
Falcons,0,3,6,7,0,0,16,Packers,7,13,7,3,0,0,30,202004,7,17,18,14,46,14,1481.16470818185,1641.97694578513,2020,4,0,0,0,1,0,768
Eagles,8,0,3,14,0,0,25,49ers,7,0,7,6,0,0,20,202004,1,1,-3,5,45,-5,1460.0067665966,1615.67040776645,2020,4,0,0,0,1,0,2516
Bills,7,10,0,13,0,0,30,Raiders,3,10,3,7,0,0,23,202004,4,4,1,7,53,-7,1551.16540534358,1472.5896927803,2020,4,0,0,0,1,0,1970
Colts,7,6,3,3,0,0,19,Bears,0,3,0,8,0,0,11,202004,7,10,13,8,30,-8,1513.54337311887,1561.02816616358,2020,4,0,0,0,0,0,163
Giants,0,6,0,3,0,0,9,Rams,7,3,0,7,0,0,17,202004,7,4,4,8,26,8,1348.28508158659,1575.11370671488,2020,4,0,0,0,1,0,2445
Vikings,7,10,7,7,0,0,31,Texans,0,6,10,7,0,0,23,202004,7,11,8,8,54,-8,1507.38248072104,1480.07519170863,2020,4,0,0,0,0,0,1057
Cardinals,0,7,7,7,0,0,21,Panthers,14,7,7,3,0,0,31,202004,14,14,14,10,52,10,1465.42928059732,1411.6498871279,2020,4,0,0,0,1,0,1778
Patriots,0,3,0,7,0,0,10,Chiefs,6,0,7,13,0,0,26,202004,6,3,10,16,36,16,1591.21895942437,1717.00026991748,2020,4,0,0,0,1,0,1249
Chargers,14,10,7,0,0,0,31,Buccaneers,7,7,14,10,0,0,38,202004,-7,-10,-3,7,69,7,1447.37431398868,1534.4945237821,2020,4,0,0,0,0,0,2149
Seahawks,10,7,0,14,0,0,31,Dolphins,3,6,3,11,0,0,23,202004,7,8,5,8,54,-8,1605.43741664957,1435.4377157846,2020,4,0,0,0,0,0,2730
Saints,7,21,7,0,0,0,35,Lions,14,0,7,8,0,0,29,202004,-7,14,14,6,64,-6,1566.46596531982,1404.2024596476,2020,4,0,0,0,1,0,939
Browns,7,24,10,8,0,0,49,Cowboys,14,0,0,24,0,0,38,202004,-7,17,27,11,87,-11,1457.42575493683,1514.35698617201,2020,4,0,0,0,0,0,1024
Jaguars,7,6,0,12,0,0,25,Bengals,3,7,17,6,0,0,33,202004,-4,-3,14,8,58,8,1410.35916883678,1365.70826840719,2020,4,0,0,0,1,0,630
